Id,Outcome Type
22790,Adoption
22791,Adoption
22792,Adoption
22793,Adoption
22794,Adoption
22795,Adoption
22796,Transfer
22797,Return to Owner
22798,Adoption
22799,Adoption
22800,Return to Owner
22801,Return to Owner
22802,Adoption
22803,Adoption
22804,Transfer
22805,Return to Owner
22806,Adoption
22807,Adoption
22808,Adoption
22809,Adoption
22810,Return to Owner
22811,Adoption
22812,Adoption
22813,Adoption
22814,Adoption
22815,Adoption
22816,Return to Owner
22817,Adoption
22818,Adoption
22819,Transfer
22820,Transfer
22821,Transfer
22822,Adoption
22823,Adoption
22824,Adoption
22825,Adoption
22826,Adoption
22827,Adoption
22828,Adoption
22829,Transfer
22830,Adoption
22831,Return to Owner
22832,Adoption
22833,Transfer
22834,Transfer
22835,Adoption
22836,Adoption
22837,Adoption
22838,Adoption
22839,Adoption
22840,Adoption
22841,Transfer
22842,Adoption
22843,Transfer
22844,Adoption
22845,Adoption
22846,Return to Owner
22847,Adoption
22848,Adoption
22849,Transfer
22850,Adoption
22851,Adoption
22852,Transfer
22853,Adoption
22854,Return to Owner
22855,Adoption
22856,Adoption
22857,Adoption
22858,Adoption
22859,Transfer
22860,Adoption
22861,Adoption
22862,Adoption
22863,Adoption
22864,Adoption
22865,Return to Owner
22866,Adoption
22867,Adoption
22868,Adoption
22869,Adoption
22870,Adoption
22871,Adoption
22872,Adoption
22873,Adoption
22874,Adoption
22875,Adoption
22876,Adoption
22877,Adoption
22878,Adoption
22879,Adoption
22880,Adoption
22881,Adoption
22882,Adoption
22883,Adoption
22884,Transfer
22885,Adoption
22886,Adoption
22887,Adoption
22888,Adoption
22889,Adoption
22890,Adoption
22891,Adoption
22892,Transfer
22893,Adoption
22894,Adoption
22895,Adoption
22896,Adoption
22897,Adoption
22898,Adoption
22899,Adoption
22900,Transfer
22901,Adoption
22902,Adoption
22903,Adoption
22904,Adoption
22905,Adoption
22906,Adoption
22907,Transfer
22908,Adoption
22909,Transfer
22910,Transfer
22911,Transfer
22912,Transfer
22913,Transfer
22914,Transfer
22915,Return to Owner
22916,Adoption
22917,Adoption
22918,Return to Owner
22919,Adoption
22920,Transfer
22921,Adoption
22922,Adoption
22923,Adoption
22924,Adoption
22925,Transfer
22926,Adoption
22927,Adoption
22928,Adoption
22929,Adoption
22930,Transfer
22931,Adoption
22932,Adoption
22933,Adoption
22934,Adoption
22935,Adoption
22936,Return to Owner
22937,Adoption
22938,Adoption
22939,Transfer
22940,Adoption
22941,Adoption
22942,Adoption
22943,Adoption
22944,Adoption
22945,Adoption
22946,Adoption
22947,Return to Owner
22948,Return to Owner
22949,Adoption
22950,Adoption
22951,Adoption
22952,Adoption
22953,Return to Owner
22954,Transfer
22955,Adoption
22956,Adoption
22957,Transfer
22958,Adoption
22959,Adoption
22960,Adoption
22961,Return to Owner
22962,Adoption
22963,Return to Owner
22964,Adoption
22965,Return to Owner
22966,Adoption
22967,Adoption
22968,Transfer
22969,Adoption
22970,Adoption
22971,Adoption
22972,Return to Owner
22973,Adoption
22974,Adoption
22975,Return to Owner
22976,Transfer
22977,Adoption
22978,Transfer
22979,Return to Owner
22980,Adoption
22981,Adoption
22982,Transfer
22983,Adoption
22984,Transfer
22985,Adoption
22986,Adoption
22987,Adoption
22988,Adoption
22989,Adoption
22990,Adoption
22991,Adoption
22992,Transfer
22993,Return to Owner
22994,Adoption
22995,Adoption
22996,Adoption
22997,Adoption
22998,Adoption
22999,Adoption
23000,Adoption
23001,Adoption
23002,Adoption
23003,Return to Owner
23004,Transfer
23005,Adoption
23006,Euthanasia
23007,Adoption
23008,Adoption
23009,Transfer
23010,Return to Owner
23011,Adoption
23012,Adoption
23013,Transfer
23014,Adoption
23015,Adoption
23016,Adoption
23017,Adoption
23018,Adoption
23019,Adoption
23020,Adoption
23021,Adoption
23022,Adoption
23023,Transfer
23024,Transfer
23025,Adoption
23026,Adoption
23027,Return to Owner
23028,Return to Owner
23029,Return to Owner
23030,Transfer
23031,Transfer
23032,Adoption
23033,Adoption
23034,Transfer
23035,Return to Owner
23036,Adoption
23037,Adoption
23038,Adoption
23039,Adoption
23040,Adoption
23041,Transfer
23042,Return to Owner
23043,Adoption
23044,Return to Owner
23045,Return to Owner
23046,Adoption
23047,Adoption
23048,Adoption
23049,Return to Owner
23050,Adoption
23051,Return to Owner
23052,Adoption
23053,Adoption
23054,Transfer
23055,Transfer
23056,Adoption
23057,Transfer
23058,Return to Owner
23059,Adoption
23060,Transfer
23061,Adoption
23062,Return to Owner
23063,Transfer
23064,Adoption
23065,Adoption
23066,Transfer
23067,Return to Owner
23068,Adoption
23069,Adoption
23070,Transfer
23071,Adoption
23072,Return to Owner
23073,Transfer
23074,Adoption
23075,Adoption
23076,Adoption
23077,Transfer
23078,Adoption
23079,Adoption
23080,Adoption
23081,Adoption
23082,Adoption
23083,Adoption
23084,Transfer
23085,Adoption
23086,Transfer
23087,Adoption
23088,Adoption
23089,Adoption
23090,Adoption
23091,Return to Owner
23092,Return to Owner
23093,Transfer
23094,Transfer
23095,Transfer
23096,Adoption
23097,Adoption
23098,Transfer
23099,Adoption
23100,Adoption
23101,Transfer
23102,Return to Owner
23103,Adoption
23104,Adoption
23105,Adoption
23106,Adoption
23107,Adoption
23108,Adoption
23109,Adoption
23110,Return to Owner
23111,Adoption
23112,Transfer
23113,Adoption
23114,Transfer
23115,Adoption
23116,Adoption
23117,Transfer
23118,Adoption
23119,Adoption
23120,Adoption
23121,Adoption
23122,Adoption
23123,Transfer
23124,Adoption
23125,Adoption
23126,Adoption
23127,Transfer
23128,Adoption
23129,Adoption
23130,Adoption
23131,Return to Owner
23132,Transfer
23133,Adoption
23134,Return to Owner
23135,Adoption
23136,Transfer
23137,Adoption
23138,Return to Owner
23139,Transfer
23140,Adoption
23141,Transfer
23142,Return to Owner
23143,Return to Owner
23144,Transfer
23145,Transfer
23146,Adoption
23147,Adoption
23148,Adoption
23149,Return to Owner
23150,Transfer
23151,Adoption
23152,Adoption
23153,Adoption
23154,Adoption
23155,Adoption
23156,Adoption
23157,Adoption
23158,Return to Owner
23159,Adoption
23160,Adoption
23161,Transfer
23162,Adoption
23163,Transfer
23164,Euthanasia
23165,Adoption
23166,Adoption
23167,Adoption
23168,Adoption
23169,Adoption
23170,Return to Owner
23171,Return to Owner
23172,Adoption
23173,Adoption
23174,Adoption
23175,Transfer
23176,Adoption
23177,Adoption
23178,Adoption
23179,Euthanasia
23180,Adoption
23181,Adoption
23182,Adoption
23183,Transfer
23184,Adoption
23185,Adoption
23186,Adoption
23187,Adoption
23188,Adoption
23189,Return to Owner
23190,Adoption
23191,Adoption
23192,Adoption
23193,Adoption
23194,Adoption
23195,Adoption
23196,Adoption
23197,Transfer
23198,Adoption
23199,Return to Owner
23200,Adoption
23201,Transfer
23202,Adoption
23203,Adoption
23204,Return to Owner
23205,Adoption
23206,Return to Owner
23207,Adoption
23208,Adoption
23209,Return to Owner
23210,Transfer
23211,Transfer
23212,Adoption
23213,Adoption
23214,Adoption
23215,Transfer
23216,Return to Owner
23217,Transfer
23218,Adoption
23219,Return to Owner
23220,Adoption
23221,Adoption
23222,Transfer
23223,Adoption
23224,Adoption
23225,Adoption
23226,Adoption
23227,Adoption
23228,Return to Owner
23229,Return to Owner
23230,Transfer
23231,Adoption
23232,Adoption
23233,Adoption
23234,Adoption
23235,Adoption
23236,Adoption
23237,Return to Owner
23238,Return to Owner
23239,Return to Owner
23240,Adoption
23241,Adoption
23242,Adoption
23243,Adoption
23244,Transfer
23245,Adoption
23246,Adoption
23247,Adoption
23248,Transfer
23249,Transfer
23250,Adoption
23251,Adoption
23252,Transfer
23253,Return to Owner
23254,Return to Owner
23255,Adoption
23256,Adoption
23257,Adoption
23258,Adoption
23259,Adoption
23260,Adoption
23261,Adoption
23262,Adoption
23263,Transfer
23264,Adoption
23265,Adoption
23266,Transfer
23267,Adoption
23268,Adoption
23269,Adoption
23270,Adoption
23271,Adoption
23272,Transfer
23273,Adoption
23274,Adoption
23275,Adoption
23276,Transfer
23277,Adoption
23278,Adoption
23279,Adoption
23280,Adoption
23281,Adoption
23282,Adoption
23283,Return to Owner
23284,Adoption
23285,Transfer
23286,Adoption
23287,Transfer
23288,Adoption
23289,Adoption
23290,Adoption
23291,Adoption
23292,Adoption
23293,Adoption
23294,Adoption
23295,Adoption
23296,Transfer
23297,Adoption
23298,Adoption
23299,Adoption
23300,Adoption
23301,Adoption
23302,Adoption
23303,Return to Owner
23304,Transfer
23305,Return to Owner
23306,Transfer
23307,Adoption
23308,Adoption
23309,Adoption
23310,Adoption
23311,Adoption
23312,Adoption
23313,Transfer
23314,Adoption
23315,Transfer
23316,Adoption
23317,Return to Owner
23318,Adoption
23319,Return to Owner
23320,Adoption
23321,Adoption
23322,Return to Owner
23323,Adoption
23324,Adoption
23325,Adoption
23326,Adoption
23327,Adoption
23328,Adoption
23329,Transfer
23330,Transfer
23331,Adoption
23332,Return to Owner
23333,Adoption
23334,Transfer
23335,Adoption
23336,Adoption
23337,Adoption
23338,Adoption
23339,Adoption
23340,Transfer
23341,Adoption
23342,Adoption
23343,Adoption
23344,Adoption
23345,Return to Owner
23346,Return to Owner
23347,Adoption
23348,Adoption
23349,Adoption
23350,Adoption
23351,Transfer
23352,Adoption
23353,Return to Owner
23354,Adoption
23355,Adoption
23356,Adoption
23357,Return to Owner
23358,Adoption
23359,Adoption
23360,Transfer
23361,Euthanasia
23362,Adoption
23363,Transfer
23364,Adoption
23365,Transfer
23366,Adoption
23367,Adoption
23368,Transfer
23369,Adoption
23370,Adoption
23371,Adoption
23372,Return to Owner
23373,Transfer
23374,Return to Owner
23375,Transfer
23376,Adoption
23377,Transfer
23378,Adoption
23379,Adoption
23380,Adoption
23381,Adoption
23382,Adoption
23383,Adoption
23384,Adoption
23385,Adoption
23386,Adoption
23387,Adoption
23388,Return to Owner
23389,Adoption
23390,Adoption
23391,Adoption
23392,Adoption
23393,Adoption
23394,Adoption
23395,Adoption
23396,Return to Owner
23397,Adoption
23398,Adoption
23399,Adoption
23400,Return to Owner
23401,Return to Owner
23402,Adoption
23403,Adoption
23404,Adoption
23405,Transfer
23406,Return to Owner
23407,Transfer
23408,Transfer
23409,Transfer
23410,Return to Owner
23411,Adoption
23412,Adoption
23413,Transfer
23414,Adoption
23415,Transfer
23416,Adoption
23417,Transfer
23418,Transfer
23419,Adoption
23420,Adoption
23421,Adoption
23422,Adoption
23423,Adoption
23424,Adoption
23425,Adoption
23426,Transfer
23427,Adoption
23428,Transfer
23429,Adoption
23430,Adoption
23431,Adoption
23432,Return to Owner
23433,Adoption
23434,Adoption
23435,Adoption
23436,Adoption
23437,Adoption
23438,Adoption
23439,Adoption
23440,Adoption
23441,Adoption
23442,Return to Owner
23443,Return to Owner
23444,Return to Owner
23445,Adoption
23446,Adoption
23447,Adoption
23448,Adoption
23449,Transfer
23450,Adoption
23451,Adoption
23452,Adoption
23453,Return to Owner
23454,Adoption
23455,Adoption
23456,Adoption
23457,Adoption
23458,Transfer
23459,Adoption
23460,Adoption
23461,Adoption
23462,Adoption
23463,Transfer
23464,Adoption
23465,Transfer
23466,Transfer
23467,Return to Owner
23468,Adoption
23469,Adoption
23470,Adoption
23471,Adoption
23472,Adoption
23473,Return to Owner
23474,Adoption
23475,Return to Owner
23476,Adoption
23477,Adoption
23478,Adoption
23479,Adoption
23480,Adoption
23481,Adoption
23482,Adoption
23483,Adoption
23484,Adoption
23485,Return to Owner
23486,Adoption
23487,Adoption
23488,Adoption
23489,Adoption
23490,Adoption
23491,Adoption
23492,Adoption
23493,Adoption
23494,Transfer
23495,Adoption
23496,Adoption
23497,Transfer
23498,Adoption
23499,Adoption
23500,Adoption
23501,Transfer
23502,Adoption
23503,Return to Owner
23504,Adoption
23505,Return to Owner
23506,Adoption
23507,Adoption
23508,Return to Owner
23509,Return to Owner
23510,Adoption
23511,Adoption
23512,Return to Owner
23513,Transfer
23514,Adoption
23515,Adoption
23516,Adoption
23517,Adoption
23518,Return to Owner
23519,Adoption
23520,Transfer
23521,Adoption
23522,Adoption
23523,Transfer
23524,Return to Owner
23525,Adoption
23526,Adoption
23527,Adoption
23528,Adoption
23529,Adoption
23530,Transfer
23531,Adoption
23532,Return to Owner
23533,Adoption
23534,Return to Owner
23535,Transfer
23536,Adoption
23537,Adoption
23538,Transfer
23539,Transfer
23540,Adoption
23541,Adoption
23542,Adoption
23543,Return to Owner
23544,Adoption
23545,Adoption
23546,Transfer
23547,Return to Owner
23548,Adoption
23549,Adoption
23550,Transfer
23551,Adoption
23552,Adoption
23553,Return to Owner
23554,Transfer
23555,Adoption
23556,Adoption
23557,Adoption
23558,Transfer
23559,Return to Owner
23560,Adoption
23561,Adoption
23562,Adoption
23563,Adoption
23564,Transfer
23565,Adoption
23566,Adoption
23567,Adoption
23568,Adoption
23569,Adoption
23570,Transfer
23571,Adoption
23572,Adoption
23573,Transfer
23574,Adoption
23575,Adoption
23576,Return to Owner
23577,Adoption
23578,Return to Owner
23579,Adoption
23580,Adoption
23581,Adoption
23582,Adoption
23583,Adoption
23584,Adoption
23585,Return to Owner
23586,Adoption
23587,Adoption
23588,Adoption
23589,Transfer
23590,Adoption
23591,Transfer
23592,Transfer
23593,Adoption
23594,Adoption
23595,Transfer
23596,Adoption
23597,Adoption
23598,Adoption
23599,Adoption
23600,Return to Owner
23601,Adoption
23602,Adoption
23603,Adoption
23604,Transfer
23605,Adoption
23606,Transfer
23607,Return to Owner
23608,Return to Owner
23609,Transfer
23610,Return to Owner
23611,Adoption
23612,Adoption
23613,Adoption
23614,Transfer
23615,Adoption
23616,Adoption
23617,Transfer
23618,Adoption
23619,Adoption
23620,Adoption
23621,Transfer
23622,Adoption
23623,Adoption
23624,Adoption
23625,Adoption
23626,Adoption
23627,Adoption
23628,Transfer
23629,Adoption
23630,Return to Owner
23631,Transfer
23632,Adoption
23633,Transfer
23634,Euthanasia
23635,Adoption
23636,Adoption
23637,Adoption
23638,Adoption
23639,Transfer
23640,Adoption
23641,Adoption
23642,Adoption
23643,Adoption
23644,Adoption
23645,Adoption
23646,Adoption
23647,Adoption
23648,Adoption
23649,Adoption
23650,Transfer
23651,Adoption
23652,Return to Owner
23653,Adoption
23654,Adoption
23655,Adoption
23656,Adoption
23657,Transfer
23658,Transfer
23659,Adoption
23660,Transfer
23661,Adoption
23662,Adoption
23663,Transfer
23664,Transfer
23665,Return to Owner
23666,Return to Owner
23667,Return to Owner
23668,Adoption
23669,Adoption
23670,Adoption
23671,Adoption
23672,Adoption
23673,Adoption
23674,Adoption
23675,Adoption
23676,Transfer
23677,Transfer
23678,Return to Owner
23679,Adoption
23680,Adoption
23681,Return to Owner
23682,Adoption
23683,Return to Owner
23684,Adoption
23685,Adoption
23686,Adoption
23687,Adoption
23688,Adoption
23689,Adoption
23690,Adoption
23691,Transfer
23692,Return to Owner
23693,Transfer
23694,Transfer
23695,Adoption
23696,Transfer
23697,Adoption
23698,Adoption
23699,Return to Owner
23700,Adoption
23701,Adoption
23702,Transfer
23703,Euthanasia
23704,Adoption
23705,Adoption
23706,Adoption
23707,Transfer
23708,Adoption
23709,Return to Owner
23710,Transfer
23711,Transfer
23712,Adoption
23713,Adoption
23714,Adoption
23715,Adoption
23716,Adoption
23717,Adoption
23718,Return to Owner
23719,Transfer
23720,Return to Owner
23721,Adoption
23722,Adoption
23723,Return to Owner
23724,Adoption
23725,Transfer
23726,Adoption
23727,Transfer
23728,Transfer
23729,Adoption
23730,Transfer
23731,Adoption
23732,Adoption
23733,Transfer
23734,Adoption
23735,Adoption
23736,Adoption
23737,Adoption
23738,Adoption
23739,Adoption
23740,Return to Owner
23741,Transfer
23742,Adoption
23743,Transfer
23744,Return to Owner
23745,Adoption
23746,Return to Owner
23747,Transfer
23748,Adoption
23749,Transfer
23750,Adoption
23751,Adoption
23752,Adoption
23753,Adoption
23754,Return to Owner
23755,Adoption
23756,Adoption
23757,Transfer
23758,Return to Owner
23759,Transfer
23760,Transfer
23761,Transfer
23762,Adoption
23763,Adoption
23764,Transfer
23765,Adoption
23766,Adoption
23767,Adoption
23768,Adoption
23769,Adoption
23770,Adoption
23771,Transfer
23772,Adoption
23773,Return to Owner
23774,Transfer
23775,Transfer
23776,Euthanasia
23777,Adoption
23778,Transfer
23779,Transfer
23780,Adoption
23781,Transfer
23782,Adoption
23783,Adoption
23784,Adoption
23785,Adoption
23786,Transfer
23787,Adoption
23788,Transfer
23789,Adoption
23790,Adoption
23791,Adoption
23792,Adoption
23793,Adoption
23794,Adoption
23795,Adoption
23796,Adoption
23797,Adoption
23798,Adoption
23799,Return to Owner
23800,Adoption
23801,Adoption
23802,Adoption
23803,Transfer
23804,Transfer
23805,Transfer
23806,Return to Owner
23807,Adoption
23808,Transfer
23809,Adoption
23810,Adoption
23811,Adoption
23812,Adoption
23813,Adoption
23814,Adoption
23815,Adoption
23816,Adoption
23817,Transfer
23818,Transfer
23819,Adoption
23820,Transfer
23821,Adoption
23822,Transfer
23823,Adoption
23824,Adoption
23825,Transfer
23826,Adoption
23827,Return to Owner
23828,Adoption
23829,Adoption
23830,Transfer
23831,Adoption
23832,Adoption
23833,Adoption
23834,Adoption
23835,Adoption
23836,Adoption
23837,Adoption
23838,Transfer
23839,Adoption
23840,Transfer
23841,Return to Owner
23842,Adoption
23843,Adoption
23844,Adoption
23845,Adoption
23846,Adoption
23847,Adoption
23848,Adoption
23849,Return to Owner
23850,Return to Owner
23851,Transfer
23852,Transfer
23853,Transfer
23854,Return to Owner
23855,Adoption
23856,Adoption
23857,Adoption
23858,Adoption
23859,Adoption
23860,Return to Owner
23861,Transfer
23862,Transfer
23863,Adoption
23864,Adoption
23865,Adoption
23866,Transfer
23867,Adoption
23868,Transfer
23869,Adoption
23870,Adoption
23871,Adoption
23872,Adoption
23873,Adoption
23874,Adoption
23875,Return to Owner
23876,Adoption
23877,Return to Owner
23878,Adoption
23879,Euthanasia
23880,Adoption
23881,Adoption
23882,Transfer
23883,Adoption
23884,Adoption
23885,Transfer
23886,Transfer
23887,Return to Owner
23888,Adoption
23889,Adoption
23890,Transfer
23891,Return to Owner
23892,Adoption
23893,Transfer
23894,Adoption
23895,Adoption
23896,Transfer
23897,Adoption
23898,Adoption
23899,Adoption
23900,Return to Owner
23901,Adoption
23902,Return to Owner
23903,Adoption
23904,Transfer
23905,Adoption
23906,Transfer
23907,Return to Owner
23908,Adoption
23909,Adoption
23910,Return to Owner
23911,Adoption
23912,Adoption
23913,Adoption
23914,Adoption
23915,Transfer
23916,Adoption
23917,Adoption
23918,Transfer
23919,Adoption
23920,Transfer
23921,Adoption
23922,Adoption
23923,Adoption
23924,Adoption
23925,Adoption
23926,Adoption
23927,Adoption
23928,Adoption
23929,Transfer
23930,Adoption
23931,Transfer
23932,Transfer
23933,Adoption
23934,Return to Owner
23935,Adoption
23936,Adoption
23937,Adoption
23938,Adoption
23939,Adoption
23940,Return to Owner
23941,Adoption
23942,Adoption
23943,Adoption
23944,Transfer
23945,Adoption
23946,Adoption
23947,Return to Owner
23948,Adoption
23949,Adoption
23950,Adoption
23951,Transfer
23952,Transfer
23953,Transfer
23954,Adoption
23955,Adoption
23956,Adoption
23957,Adoption
23958,Adoption
23959,Adoption
23960,Adoption
23961,Adoption
23962,Adoption
23963,Transfer
23964,Transfer
23965,Adoption
23966,Transfer
23967,Adoption
23968,Transfer
23969,Euthanasia
23970,Adoption
23971,Transfer
23972,Transfer
23973,Adoption
23974,Adoption
23975,Adoption
23976,Transfer
23977,Adoption
23978,Adoption
23979,Adoption
23980,Adoption
23981,Return to Owner
23982,Transfer
23983,Adoption
23984,Adoption
23985,Adoption
23986,Adoption
23987,Adoption
23988,Transfer
23989,Transfer
23990,Adoption
23991,Transfer
23992,Adoption
23993,Adoption
23994,Adoption
23995,Return to Owner
23996,Return to Owner
23997,Adoption
23998,Transfer
23999,Return to Owner
24000,Adoption
24001,Adoption
24002,Return to Owner
24003,Adoption
24004,Adoption
24005,Adoption
24006,Adoption
24007,Adoption
24008,Adoption
24009,Adoption
24010,Return to Owner
24011,Adoption
24012,Transfer
24013,Adoption
24014,Return to Owner
24015,Transfer
24016,Adoption
24017,Adoption
24018,Adoption
24019,Return to Owner
24020,Adoption
24021,Adoption
24022,Adoption
24023,Adoption
24024,Return to Owner
24025,Adoption
24026,Return to Owner
24027,Return to Owner
24028,Adoption
24029,Return to Owner
24030,Adoption
24031,Return to Owner
24032,Adoption
24033,Adoption
24034,Euthanasia
24035,Return to Owner
24036,Transfer
24037,Adoption
24038,Adoption
24039,Adoption
24040,Adoption
24041,Transfer
24042,Adoption
24043,Adoption
24044,Adoption
24045,Transfer
24046,Adoption
24047,Adoption
24048,Adoption
24049,Adoption
24050,Transfer
24051,Adoption
24052,Transfer
24053,Return to Owner
24054,Adoption
24055,Transfer
24056,Adoption
24057,Return to Owner
24058,Adoption
24059,Adoption
24060,Adoption
24061,Adoption
24062,Transfer
24063,Transfer
24064,Adoption
24065,Transfer
24066,Adoption
24067,Return to Owner
24068,Transfer
24069,Adoption
24070,Adoption
24071,Adoption
24072,Adoption
24073,Adoption
24074,Return to Owner
24075,Transfer
24076,Adoption
24077,Adoption
24078,Adoption
24079,Transfer
24080,Adoption
24081,Adoption
24082,Adoption
24083,Adoption
24084,Transfer
24085,Adoption
24086,Adoption
24087,Adoption
24088,Return to Owner
24089,Adoption
24090,Adoption
24091,Adoption
24092,Return to Owner
24093,Adoption
24094,Adoption
24095,Adoption
24096,Adoption
24097,Transfer
24098,Transfer
24099,Adoption
24100,Transfer
24101,Transfer
24102,Adoption
24103,Transfer
24104,Adoption
24105,Return to Owner
24106,Transfer
24107,Transfer
24108,Return to Owner
24109,Adoption
24110,Transfer
24111,Adoption
24112,Transfer
24113,Adoption
24114,Return to Owner
24115,Adoption
24116,Adoption
24117,Transfer
24118,Transfer
24119,Adoption
24120,Adoption
24121,Adoption
24122,Adoption
24123,Transfer
24124,Transfer
24125,Transfer
24126,Adoption
24127,Adoption
24128,Adoption
24129,Adoption
24130,Adoption
24131,Adoption
24132,Adoption
24133,Adoption
24134,Transfer
24135,Transfer
24136,Adoption
24137,Adoption
24138,Adoption
24139,Adoption
24140,Adoption
24141,Transfer
24142,Adoption
24143,Transfer
24144,Adoption
24145,Adoption
24146,Adoption
24147,Adoption
24148,Return to Owner
24149,Transfer
24150,Adoption
24151,Transfer
24152,Adoption
24153,Adoption
24154,Adoption
24155,Adoption
24156,Transfer
24157,Transfer
24158,Adoption
24159,Transfer
24160,Transfer
24161,Return to Owner
24162,Adoption
24163,Adoption
24164,Adoption
24165,Euthanasia
24166,Adoption
24167,Adoption
24168,Adoption
24169,Adoption
24170,Adoption
24171,Adoption
24172,Adoption
24173,Adoption
24174,Adoption
24175,Adoption
24176,Transfer
24177,Adoption
24178,Adoption
24179,Adoption
24180,Adoption
24181,Adoption
24182,Adoption
24183,Adoption
24184,Adoption
24185,Adoption
24186,Transfer
24187,Transfer
24188,Return to Owner
24189,Transfer
24190,Transfer
24191,Adoption
24192,Adoption
24193,Adoption
24194,Adoption
24195,Adoption
24196,Return to Owner
24197,Adoption
24198,Adoption
24199,Transfer
24200,Transfer
24201,Adoption
24202,Return to Owner
24203,Adoption
24204,Transfer
24205,Adoption
24206,Adoption
24207,Adoption
24208,Adoption
24209,Transfer
24210,Adoption
24211,Adoption
24212,Adoption
24213,Adoption
24214,Return to Owner
24215,Adoption
24216,Adoption
24217,Adoption
24218,Transfer
24219,Transfer
24220,Adoption
24221,Adoption
24222,Transfer
24223,Adoption
24224,Adoption
24225,Adoption
24226,Adoption
24227,Adoption
24228,Adoption
24229,Adoption
24230,Adoption
24231,Adoption
24232,Adoption
24233,Adoption
24234,Transfer
24235,Return to Owner
24236,Adoption
24237,Transfer
24238,Adoption
24239,Adoption
24240,Adoption
24241,Transfer
24242,Adoption
24243,Adoption
24244,Transfer
24245,Adoption
24246,Return to Owner
24247,Adoption
24248,Return to Owner
24249,Return to Owner
24250,Adoption
24251,Return to Owner
24252,Transfer
24253,Adoption
24254,Adoption
24255,Adoption
24256,Transfer
24257,Adoption
24258,Adoption
24259,Adoption
24260,Adoption
24261,Return to Owner
24262,Adoption
24263,Adoption
24264,Adoption
24265,Adoption
24266,Adoption
24267,Adoption
24268,Adoption
24269,Euthanasia
24270,Return to Owner
24271,Adoption
24272,Transfer
24273,Adoption
24274,Transfer
24275,Adoption
24276,Adoption
24277,Adoption
24278,Adoption
24279,Transfer
24280,Adoption
24281,Adoption
24282,Transfer
24283,Adoption
24284,Adoption
24285,Return to Owner
24286,Adoption
24287,Transfer
24288,Adoption
24289,Transfer
24290,Transfer
24291,Adoption
24292,Transfer
24293,Adoption
24294,Adoption
24295,Adoption
24296,Adoption
24297,Adoption
24298,Adoption
24299,Adoption
24300,Transfer
24301,Adoption
24302,Adoption
24303,Adoption
24304,Adoption
24305,Adoption
24306,Return to Owner
24307,Adoption
24308,Adoption
24309,Adoption
24310,Transfer
24311,Adoption
24312,Transfer
24313,Adoption
24314,Transfer
24315,Adoption
24316,Return to Owner
24317,Transfer
24318,Adoption
24319,Adoption
24320,Adoption
24321,Return to Owner
24322,Adoption
24323,Adoption
24324,Transfer
24325,Adoption
24326,Adoption
24327,Adoption
24328,Adoption
24329,Adoption
24330,Transfer
24331,Adoption
24332,Adoption
24333,Adoption
24334,Adoption
24335,Transfer
24336,Transfer
24337,Adoption
24338,Adoption
24339,Adoption
24340,Adoption
24341,Adoption
24342,Adoption
24343,Transfer
24344,Adoption
24345,Adoption
24346,Adoption
24347,Adoption
24348,Transfer
24349,Adoption
24350,Adoption
24351,Transfer
24352,Transfer
24353,Transfer
24354,Adoption
24355,Transfer
24356,Adoption
24357,Transfer
24358,Transfer
24359,Transfer
24360,Euthanasia
24361,Return to Owner
24362,Adoption
24363,Adoption
24364,Return to Owner
24365,Adoption
24366,Return to Owner
24367,Adoption
24368,Transfer
24369,Return to Owner
24370,Adoption
24371,Adoption
24372,Adoption
24373,Adoption
24374,Adoption
24375,Adoption
24376,Transfer
24377,Transfer
24378,Return to Owner
24379,Adoption
24380,Adoption
24381,Adoption
24382,Adoption
24383,Adoption
24384,Return to Owner
24385,Adoption
24386,Return to Owner
24387,Adoption
24388,Adoption
24389,Adoption
24390,Transfer
24391,Adoption
24392,Transfer
24393,Adoption
24394,Transfer
24395,Return to Owner
24396,Transfer
24397,Transfer
24398,Transfer
24399,Adoption
24400,Transfer
24401,Adoption
24402,Adoption
24403,Adoption
24404,Transfer
24405,Return to Owner
24406,Adoption
24407,Adoption
24408,Adoption
24409,Adoption
24410,Adoption
24411,Euthanasia
24412,Transfer
24413,Adoption
24414,Adoption
24415,Adoption
24416,Adoption
24417,Return to Owner
24418,Return to Owner
24419,Adoption
24420,Transfer
24421,Adoption
24422,Transfer
24423,Transfer
24424,Adoption
24425,Adoption
24426,Adoption
24427,Return to Owner
24428,Return to Owner
24429,Adoption
24430,Return to Owner
24431,Adoption
24432,Adoption
24433,Adoption
24434,Adoption
24435,Adoption
24436,Euthanasia
24437,Adoption
24438,Adoption
24439,Adoption
24440,Adoption
24441,Adoption
24442,Adoption
24443,Transfer
24444,Return to Owner
24445,Adoption
24446,Transfer
24447,Transfer
24448,Adoption
24449,Transfer
24450,Return to Owner
24451,Adoption
24452,Return to Owner
24453,Return to Owner
24454,Adoption
24455,Return to Owner
24456,Transfer
24457,Return to Owner
24458,Transfer
24459,Adoption
24460,Adoption
24461,Adoption
24462,Adoption
24463,Euthanasia
24464,Adoption
24465,Adoption
24466,Adoption
24467,Return to Owner
24468,Adoption
24469,Transfer
24470,Adoption
24471,Adoption
24472,Transfer
24473,Adoption
24474,Adoption
24475,Return to Owner
24476,Transfer
24477,Adoption
24478,Transfer
24479,Transfer
24480,Adoption
